Review,Relevant,id,embedding,cluster,membership_cluster_0,membership_cluster_1,membership_cluster_2,membership_cluster_3,membership_cluster_4,membership_cluster_5,membership_cluster_6,membership_cluster_7,membership_cluster_8,membership_cluster_9,membership_cluster_10
"But I would love a cleaner looking interface.
",1,215,"[0.19050066052071774, 0.006132877808353199]",5,3.1243058259356194e-05,6.496015903291253e-05,0.00028701277508093526,5.5935069919643994e-05,0.002154515223130293,0.9965451376547196,0.0002201953106108601,0.00024135441128921047,8.488290281422547e-05,0.00020645799815470264,0.00010830543698811326
"Would love to have a option to hide all the extra long press keys minus the numbers.
",1,216,"[0.08329170659601176, 0.21176454296798497]",2,0.005544101045896609,0.005552218152888827,0.9494928248452912,0.000494158966131161,0.009272070510313767,0.005823977099048735,0.0018624568399195837,0.0006991367580865333,0.001829843356075056,0.018864849153215374,0.0005643632731334031
"Frankly some of the predictions are ridiculous you are better off with the normal keyboard.
",1,217,"[-0.15288205188303144, 0.11487536926918056]",1,0.00015524587528230915,0.9995273788130479,8.731026688256564e-05,6.466729806937696e-06,3.450630986874052e-05,4.162123351590977e-06,2.9561505588493435e-05,3.265852714585836e-06,0.00014931798411533948,2.3285548361835056e-06,4.559845056464605e-07
"Not compatible with jelly bean.
",1,218,"[-0.1512105041695147, -0.13078720113731357]",8,0.000918920531148192,0.005815908198009255,0.0013754168031081771,0.1797440364165521,0.01080727243237431,0.0011178572206283653,0.35840968414728863,0.0068586600762894755,0.4346420458213907,0.00020507941482809488,0.00010511893838272541
"Resets after boot or restart.
",1,219,"[-0.1432713953811197, -0.051388222536738144]",8,7.750843751665141e-06,8.979956233462269e-05,1.1972497363309585e-05,7.501846483397069e-05,7.934048730790328e-05,5.1062403280058175e-06,0.00095524973471495,1.3706629103323894e-05,0.9987605225939664,1.1081461061520596e-06,4.248001895613425e-07
"Will not set itself as default keyboard.
",1,220,"[-0.17722649547300798, 0.225967229653861]",0,0.9606791168721995,0.03460047147049937,0.00301386703561408,8.698791583129634e-05,0.00036494261978560445,8.8286533684043e-05,0.0002605810770310934,5.3222804255291264e-05,0.0007394285132094757,9.860045942989992e-05,1.4494698460704549e-05
"I recommended it to all of my friends, but ever since ics this app has been HORRIBLE.
",1,221,"[-0.08647788712643822, -0.08167259620576375]",6,7.632589043495531e-05,0.0005723985532343178,0.00018119618519414033,0.0022924880145534783,0.003821016145824215,0.00014870763025522855,0.9616805548658647,0.0005839051551535918,0.03061363190632359,2.060773431115755e-05,9.167918850725679e-06
"The keyboard is horribly laggy.
",1,222,"[-0.2358080446524048, 0.3151411047153436]",0,0.9749113461966068,0.016030398457416998,0.0048704618738507335,0.00027965891629287465,0.0008127663854396836,0.0002814188448922965,0.0006394713912029588,0.00017572353340437945,0.0015110217683173635,0.00042286026749353,6.487236508245564e-05
"I've downloaded it more than 3 times and it keeps saying error
",1,223,"[-0.09049394684119928, -0.18613473837274191]",3,0.00016694480724226433,0.0007620529101012783,0.00032325447460256437,0.8073779776595689,0.004071522582395948,0.000527137251332633,0.16362126884827527,0.010175553723631024,0.012864381592699037,6.606996213849414e-05,4.383618801258737e-05
"Only issue found till date is that it crashes often with chrome, but that is not a deal breaker for me.
",1,224,"[-0.08023778225372173, -0.09668837264600809]",6,7.2350335050818506e-06,4.851065229212714e-05,1.7333385865387844e-05,0.00036660715261442183,0.0004024150957529596,1.7323317133933748e-05,0.997139136495536,8.729407944347676e-05,0.0019108839589449737,2.206382659465217e-06,1.0544462523553613e-06
"Only complaint: no swype mode.
",1,225,"[0.2123937228090194, -0.004776978395518636]",5,5.040614099076403e-07,1.0060340451283978e-06,4.056575490175548e-06,9.918640363023198e-07,2.6220838121248117e-05,0.9999510954560437,3.489274248572627e-06,4.708958829192451e-06,1.3470701031420136e-06,3.799123384595232e-06,2.780744287922797e-06
"Would be better if echo stopped cheating though
",1,226,"[0.08355838050251631, -0.11813083673491301]",4,0.0013169993122800752,0.004298813860558392,0.005949411927366515,0.021287833923804882,0.4210444947833976,0.08407416381219883,0.1339839706144788,0.3095250474177814,0.015402903486927237,0.0017392928805407607,0.0013770679806654159
"Would be cool if we could have some emojis added on to it
",1,227,"[0.2726200368688936, -0.03479737411191729]",5,0.00014686588598475175,0.0002672624756354495,0.0008774865112717805,0.00034446195076470585,0.004008335472365034,0.9869299820185955,0.000920298510737653,0.001888305255526055,0.000370756610255051,0.0013468325989689641,0.0028994127098951237
"Due to error 941 this is bs. Cannot refund either
",1,228,"[-0.11795434957172504, -0.15823596468054985]",6,0.00040736211560175173,0.002169629242887536,0.0007178393708224239,0.4418275312664859,0.007799099172714612,0.0008404291083865896,0.46958572458360615,0.008628506438464635,0.06782690488749588,0.00012458592805951335,7.238788547505263e-05
"Wouldn't install on my gs3
",1,229,"[-0.08408529932565105, -0.15627827135349218]",6,0.00018046223869224907,0.0009169436157376821,0.00037620857797562884,0.12528710255438646,0.0060038578501275,0.0005579233141274558,0.838776127221157,0.007506092395327745,0.020287061600895783,6.747582525859432e-05,4.074480631360141e-05
"I just purchased this app but it says error downloading.
",1,230,"[-0.07145634443527658, -0.20131296252076095]",3,0.00017382299312714822,0.0007306558375157712,0.00035525134104497715,0.8406049928847433,0.004765728323674083,0.0007098699269003492,0.12113175650105128,0.02216115998938248,0.009228929586949439,8.008368864379555e-05,5.774892696726428e-05
"It does not install. Error 941
",1,231,"[-0.0909547468702783, -0.15149288654491352]",6,0.00017871930689275704,0.0009398908423891102,0.00036299394365051763,0.10750880802756,0.005491820271677243,0.0004960292098698377,0.8550004395481491,0.005820130477439886,0.024101373410129114,6.286563113759756e-05,3.692933110502471e-05
"I enjoy this app as it helps correct my errors fast but it doesn't remember the personal words I put in.
",1,232,"[-0.11845534069220288, -0.1563164906259857]",6,0.0004204179525441577,0.0022607720234664418,0.0007402067571528981,0.4051964912852758,0.008045233817744525,0.0008543636245948513,0.5003173950929961,0.008537193008339097,0.0734273217212284,0.0001272163217244696,7.3388394933262e-05
"And I'd like to see more, newer themes.
",1,233,"[0.5579367968311401, 0.03484479151019055]",10,4.82027931738851e-06,5.978797447335863e-06,1.6293740681945713e-05,6.082670487893641e-06,2.2493210329140304e-05,0.00011876471529715666,1.0383259220821942e-05,1.7446726220115048e-05,6.33772496834497e-06,8.428718030713333e-05,0.9997071116957227
"The only thing that I can think of to make this app better would be more themes!
",1,234,"[0.4420225508201569, 0.05292984735510128]",10,0.00023926201923055965,0.00031183343224425473,0.0010516385111474025,0.000281711097969418,0.0015282284406285859,0.0140041214616781,0.0005624827837428816,0.0008898979695163524,0.0003238660264729027,0.006848837645755596,0.973958120611614
"I just wish there was an option to hide the keyboard.
",1,235,"[0.08208364357276254, 0.302770711319187]",2,0.04275453594112967,0.021970093536394578,0.725635630785924,0.0018527560406672956,0.018003139281601473,0.013867826330567691,0.005571057207670281,0.002355370295264392,0.0062462415493286195,0.1589201117724081,0.002823237259043891
"Bigger space bar, more themes, faster responses, and more intuitive.
",1,236,"[0.2621017280756584, 0.09117061817565464]",5,0.0028992777168531983,0.0042381013822712105,0.02715072164993837,0.002338198699236661,0.03653716738729979,0.7585745889365743,0.0069707920212385924,0.00700296268653831,0.0038489023453706426,0.12100886646400189,0.029430420710676836
"Every time you reboot your device it reverts back to stock keyboard!
",1,237,"[-0.25149283778939885, 0.3157672317073204]",0,0.9575121002410236,0.027326041324873727,0.00763157224939742,0.0005226464171567268,0.0014191565094794946,0.0004936558101302533,0.0011602404873684933,0.0003208778137523431,0.002777827631179146,0.0007198994677896735,0.00011598204784904755
"As mentioned by some others some times it seems to slow down on certain other apps while the original never did so.
",1,238,"[-0.11752444438222542, -0.003272973756677668]",8,0.0016857847219062228,0.03079891138442147,0.003353471819349531,0.003719360038287695,0.01899257611885856,0.000854242924492228,0.055577158752348685,0.0013237507252090016,0.8834309188442392,0.0002013823873678015,6.244228351978326e-05
"I sure don't mind but at the same time making even speedier and smooth as jelly bean is on my s3 would always be greatly appreciate it.
",1,239,"[0.024140077234707208, 0.040177459099165216]",4,0.001344639341824906,0.006137764329013151,0.020326607502451754,0.001297707259250855,0.939564381800757,0.007514244813326766,0.013675593442320888,0.0019196811632086637,0.007148150617911263,0.0008775067879179987,0.0001937229420167936
"They updated recently with two new themes, but they're too girly. How about a few more?
",1,240,"[0.4340395091507832, 0.010081489054285193]",10,0.0003311341533860717,0.00045781848803278717,0.0014268782629416128,0.0004833278723308585,0.0025288317112305927,0.027339148148389412,0.0009468561761499021,0.0017057724795688264,0.0005143645838002361,0.006597525298965186,0.9576683428252046
"It would be nice if it used the personal dictionary.
",1,241,"[0.1659837244785566, -0.22888874786923463]",7,0.0006142974953870994,0.0014992585357060952,0.0020043730476176245,0.012500104521327484,0.02205425105907175,0.03731011497959996,0.01826889806182391,0.8981276652517544,0.004272702202123998,0.0011633096948581553,0.002185025150729723
"Developers could add a slide type of writing and that would be awesome.
",1,242,"[0.27457970479714705, -0.06973652070163257]",5,0.0003712343182435861,0.0006995701290555705,0.0019605396973844925,0.0011483101792414806,0.01059878973079745,0.9635898258499083,0.0028450636711929785,0.007672540777052542,0.0010720146621486539,0.0026098510819369714,0.0074322599030381
"I would give it a 5 if i support chinese as well.
",1,243,"[0.12131930540493878, -0.23421353860890998]",7,6.653641068350343e-05,0.00017682850359916893,0.00020482455896281661,0.0023462733691139294,0.0027119594298240473,0.002530666860393688,0.0031255546263180057,0.9879891182593822,0.0006030366728759174,9.798557064694745e-05,0.00014721573819954115
"But after a month of having it, it became extremely slow, typing on the screen would not happen, half the time corrections would not even show up.
",1,244,"[-0.20649960996823288, 0.04062413411524161]",1,0.012394298688146477,0.545660385216623,0.007108449850036548,0.005264839337954351,0.00944702649290493,0.0011012122227655199,0.020173706522182935,0.0015542937279274926,0.39671384259166403,0.0004535637402641209,0.00012838160953059825
"But since I root my phone, I constantly change roms, therefore reseting all my words.
",1,245,"[-0.1738267370275878, -0.06022180489514179]",8,1.7272103927252163e-05,0.00018635891304034506,2.105974393975178e-05,0.00019069193350850267,0.00010118939892912581,8.883526652131688e-06,0.001009543429269093,2.5850091924479017e-05,0.9984361278222034,2.1642888737499993e-06,8.587477322069608e-07
"It feels bad reseting 2000 custom words.
",1,246,"[-0.05975796759849257, -0.11411894528059927]",6,1.3824912858425977e-07,7.898470363787753e-07,3.59259068657385e-07,1.1371647669442103e-05,1.1067026124519302e-05,5.04578065916182e-07,0.9999550799079732,3.6852110674866385e-06,1.6922946436747958e-05,5.319678397149988e-08,2.813064502504656e-08
"I was hoping to have a good heart symbol with the key board because that's something a girl uses a lot for commenting on photos and stuff like that if added, and I would be much happier with the application and rate it a five stars but, there are not a lot of color choices for your keyboard......
",1,247,"[0.2056147215291195, 0.2524470982427358]",9,0.0009722530827047908,0.0008535237594036755,0.012483162300845818,0.00017979366664655906,0.002004423691502157,0.003971493725310767,0.0005159792125254114,0.00031550337240453805,0.00042972668783689623,0.9773150924946811,0.000959048006138327
"The functional keys in the bottom: shift, enter, backspace etc. come in a certain color with every theme. I would like this color to be fully customisable to make it fit my phone's theme better.
",1,248,"[0.14537330997841827, 0.23203235908197212]",9,0.013325852612723812,0.012175152227409497,0.3982387785997951,0.001808381361575448,0.02657474756023846,0.033236828503796535,0.00590712397541208,0.0029248234220070122,0.005203378117066898,0.4960690481676161,0.004535885452359016
"Best prediction keyboard available but mediocre design and button placement.
",1,249,"[-0.0635458749839187, 0.19240350230124847]",2,0.0688552597538128,0.09967139037886766,0.8086599178291572,0.0007430622484074909,0.008639769402381946,0.00171538237719896,0.003140061952261715,0.0006239653371796431,0.005934942642159272,0.0018289975102119477,0.00018725056836131913
"Amazing keyboard and good value but it needs to have slide/swipe options.
",1,250,"[0.09308768952708586, 0.2816404657738505]",2,0.02801998861800241,0.017098890053907582,0.7495220877448419,0.0015593790354841899,0.017266546770998346,0.013878840278929059,0.0048702962816071435,0.002075620610704698,0.005207252434907652,0.15800343187677124,0.0024976662938459102
"Predictions and double space bar to accept predictions and insert period are not longer available in browsers and many other apps.
",1,251,"[-0.05144568556758302, -0.15078796681882187]",6,0.00010398007955450547,0.0004994456269247224,0.0002559924092065676,0.02941290504220372,0.006260221697612968,0.0004947260800072094,0.9470976483017686,0.008288093369340653,0.007509510071953732,4.769126906030066e-05,2.9786052367046953e-05
"Spell check randomly stops working.
",1,252,"[-0.2807084991471849, -0.1884214864780296]",3,0.007565162275648377,0.031206156602823804,0.006897240570872071,0.4747502482939578,0.0225190917932326,0.0049177967074563915,0.1292121702722458,0.024186921924936176,0.2965896783287887,0.001380123416325315,0.0007754098137132687
"Prediction will sometimes turn off when I sleep the phone.
",1,253,"[-0.142966813618847, -0.13090339953396804]",6,0.0007919710790905075,0.004984674914387789,0.0012411001808482675,0.16971731910389282,0.010684994340827909,0.0010539802954503603,0.44821971362692664,0.006741579535552839,0.3562838052477508,0.0001852695489484705,9.559212632375791e-05
"Need S-Pen button and writing grid for the galaxy note!
",1,254,"[0.05263098733151908, 0.10028731916602089]",2,0.009519591017299064,0.026208976452668134,0.5601579283456627,0.003221191287674807,0.30958444714680194,0.03974595447552756,0.02002784857073583,0.004953511839939601,0.014819984271182035,0.010486980505101901,0.001273586087406435
"Needs better emotes and I thinks that's it except maybe custom keyboards.
",1,255,"[0.19019722315225088, 0.1991733850532987]",9,0.006037738134219656,0.006555881008622365,0.1159233176975316,0.0014817018593233585,0.02332501341640954,0.05287796514317988,0.004742478890904151,0.0028318351786323606,0.0036132515661192292,0.7763239402359865,0.006286876869071272
"If you could customize the keyboard to a different colour for all keyboards, I will give you 5 stars.
",1,256,"[0.13788071257260393, 0.29284792799311143]",9,0.018934133773166942,0.012494075876217299,0.28899537344631987,0.0016019280280855082,0.016372596013935592,0.018143734413297252,0.004690926284156726,0.0023214398137825737,0.004628117161977469,0.6277235982573752,0.00409407693168557
"The back-spacing on the keyboard is a bit slow. I wish I could adjust it.
",1,257,"[-0.04229436428200282, 0.2555526430456283]",2,0.10456558667355048,0.031640296601941835,0.845921260344413,0.0005961623827452074,0.005463659906509259,0.0018144089331293323,0.0020548152509225286,0.0005535453196667713,0.0033304133619926333,0.003794376104480714,0.00026547512064820496
"This work great for a while but now keeps crashing my phone and my phone won't work again until I pull the battery
",1,258,"[-0.20861451090415964, -0.030072873946683464]",8,0.0008249894911100128,0.011205204168955925,0.0007070920904509783,0.002842279646711222,0.001959331746949477,0.0002147990330863301,0.009521439235378607,0.00048683404897879423,0.9721474145912238,6.659508112074275e-05,2.4020866034125225e-05
"Just need to be sure that you check over what you're typing as it can get weird if you're not careful.
",1,259,"[-0.15945869923709816, 0.012459306042967463]",8,0.002140813074493539,0.06494985497917963,0.0024777875829066296,0.0025019452324203987,0.006435028022102621,0.0004856548654184371,0.017466797958009036,0.0007452582918114829,0.9026017539635594,0.00015023081404997291,4.48752160487526e-05
"Just add swype pleeease
",1,260,"[0.18699495467953814, -0.03621154429637686]",5,2.563076173317912e-05,5.750119766455666e-05,0.0001859070732638305,7.485638182495554e-05,0.0024191935004670173,0.9961927391152067,0.0002874786909770309,0.0004481436457162629,9.226537171754724e-05,0.00011928622831596882,9.699803311280409e-05
"Only reason it doesn't get a 5 star is I can not use swype as on the Samsung keyboard.
",1,261,"[-0.04068079771430586, 0.1856312919950007]",2,0.011027533363938817,0.017990389117339117,0.9631465650905704,0.00022546297688282946,0.00333016937504842,0.0006582397135638719,0.001001995006848186,0.00020638304908180967,0.001660951551648053,0.0006875039874796584,6.480676759879846e-05
"SK3 was working flawlessly until the AT&T JB update for S3 recently came out.
",1,262,"[-0.18020743127552408, -0.03662880620763642]",8,2.932762924766112e-05,0.000405707895725105,3.223248070427449e-05,0.00014552688002539532,0.00012087436108632025,1.0724371721893439e-05,0.000761343730750734,2.5404087931238943e-05,0.998464881308682,2.914229875492e-06,1.063024250000869e-06
"When locking the screen while having the text field open and the keyboard out and then unlocking the phone, the text field rewrites itself and resizes.
",1,263,"[-0.18802475674607586, 0.10210831878914284]",1,0.000753633912203025,0.9973231237973252,0.0002652064707122047,4.494022992020252e-05,0.00015003599430743808,1.9850358265713362e-05,0.00017603902479417833,1.9029610936497023e-05,0.0012349370696679014,1.0805666691155786e-05,2.397865176273717e-06
"Also, there is lag in the keyboard processes when sending and receiving messages.
",1,264,"[-0.20389497650310998, 0.15779223792106234]",1,0.03201106043123311,0.9601491217159073,0.0025848105180663766,0.00022834310764162832,0.0007560319944896324,0.00013818175140556903,0.0007255408812661312,0.00011128754340637316,0.003171782539560287,0.00010385239423779938,1.9987122785746784e-05
"Will return to give 5 stars once jb update issues are resolved.
",1,265,"[-0.05824675228064126, -0.0989240857950279]",6,4.4426562686386456e-07,2.7046962940853848e-06,1.2181053669608306e-06,2.1084857963462824e-05,4.4068292276322664e-05,1.5320201036324122e-06,0.9998612074496666,8.283536295369348e-06,5.921184598751756e-05,1.6381415237804595e-07,8.111626732829403e-08
"I would like to see the numbers separately above the the first row of the keys. And when on land scape mode it takes up the whole screen and will not show you the text screen.
",1,266,"[-0.001004643930319243, 0.14759145744271285]",2,0.002640499509065114,0.006873418159269723,0.9786924634010385,0.0002237377984584186,0.006828076001290382,0.0010428905116587255,0.001197586206567782,0.0002444505277201362,0.0014813984309153796,0.0007061188582385723,6.936059577718762e-05
"I've had it for a whole but avoided using it because it doesn't matter have the heart symbol like the Samsung keyboard.
",1,267,"[-0.08126920495280354, 0.27318320794814377]",0,0.6555098955104048,0.061152333459661326,0.2624523510073639,0.0008429415660660518,0.005793941658911884,0.0018993579093290966,0.0026728100702770466,0.0007056780945143557,0.004904961712554769,0.003748627450493596,0.00031710156042296284
"(I still hope for some hearts :D)
",1,268,"[0.19802657523455505, -0.050049830203631115]",5,3.1402175190952994e-05,6.933976452197846e-05,0.0002074678880210418,0.0001033049324947747,0.0024659939550956437,0.9956465564711698,0.00036371107128171915,0.0006992635335373609,0.0001151358980981654,0.00014774242869515346,0.00015008188189342088
"I do wish it supported Japanese characters, but otherwise it's perfect.
",1,269,"[0.13436598017746726, -0.19711756465618885]",7,0.00032949907809785,0.0008764582679152873,0.0011556521762397438,0.007615100897869866,0.01891294950321081,0.02182926541786107,0.014784880182529226,0.9303759076183514,0.0027634633741715113,0.0005557201317577658,0.0008011033519952399
"Plzzzz i luv swiftkey but no vnmese support is a dealbreaker for me
",1,270,"[-0.004435595324388383, 0.10974949132607001]",2,0.01347447614036057,0.05724781802397903,0.7438740953967141,0.00245353412579841,0.13053959842673432,0.010215436195853826,0.016475390106984067,0.0026878704098647595,0.018513860550760926,0.003989372850996839,0.0005285477719530195
"Nice keyboard but even in its new v3 incarnation there's no dedicated voice key, hence losing a star.
",1,271,"[-0.029451354345692224, 0.1980455997905719]",2,0.0036849250543093516,0.004345989308267479,0.9894207343544901,7.237699802994836e-05,0.0010522221014193144,0.00024317571752343126,0.0003071267561122195,6.942689918897616e-05,0.00047748452379366667,0.00030154494103587097,2.4993345829525125e-05
"C'mon Swiftkey, YOU NEED A DEDICATED VOICE KEY!
",1,272,"[-0.004243485103642498, 0.1500834187580429]",2,0.0025328255263812674,0.00652947737638223,0.9809918824257444,0.00019597248100393697,0.0056383658074691465,0.0008729818846000088,0.0010374283006572892,0.0002105875072096699,0.0013183820169770828,0.0006121404119549212,5.99562616198953e-05
"It doesn't have a percent symbol, what the hell kind of keyboard doesn't have a percent symbol
",1,273,"[-0.07066143671352268, 0.18522663370379455]",2,0.09176200201943661,0.176596807123433,0.7003578095384198,0.0010246681727180186,0.011699361339277542,0.0021565041538960513,0.004420336736225731,0.0008323407362933583,0.00880225104145686,0.002116196105600363,0.00023172303324275407
"Would be awesome if it didn't keep resetting back to its original settings every 5 mins.
",1,274,"[-0.009214002149752971, 0.0750598160921442]",4,0.013310318108911786,0.07726189810765854,0.2695785447229749,0.005131542240868886,0.5180618043657422,0.017142916356522094,0.045174942977720525,0.005564868608762505,0.04380452699920374,0.004231263126805745,0.0007373743848291083
"atm the lowest sound level for the type writer style sound is way too loud, I'd really like a quieter option!
",1,275,"[0.13202683256028944, 0.051596522990612924]",5,0.003439778551928022,0.00782005088346863,0.057601805103830075,0.003405558662057153,0.3484135349275079,0.5265523815911025,0.017661261330754716,0.009367142028254042,0.008072420696375942,0.014588251983348281,0.0030778142413728222
"wish there was some more themes for it like maybe a pink one? :-)
",1,276,"[0.5550887142090317, 0.03545027758394763]",10,3.5447913388589927e-06,4.400500643919185e-06,1.2047264337966194e-05,4.4655029502734965e-06,1.6642832070448096e-05,8.879286565776024e-05,7.647742842123537e-06,1.2838759661220737e-05,4.6622159939556775e-06,6.274788274473145e-05,0.9997822096417587
"Used to work brilliantly with previous android versions but the Swiftkey auto correct function stopped working after using it with Android jelly bean.
",1,277,"[-0.2582550209715243, 0.10374646716128602]",1,0.050365131445122766,0.860199401313522,0.00916543185188855,0.003391354649956459,0.0058966354632628845,0.001054676158484782,0.00884127280117708,0.001213253141443852,0.05908000335713003,0.0006331316044225299,0.00015970821358926343
"As much as is pains me to say, this app has been the root of a bunch of problems on my phone. Crashes and freezing are all too familiar when this is active.
",1,278,"[-0.11034284382001294, -0.040837672245249874]",8,0.0004755489930780638,0.005439991442563287,0.0009934531734573859,0.003545329412225369,0.010534448729182827,0.00043502349174803664,0.11290962467262566,0.0009983042553509726,0.8645562497075023,8.195168713354135e-05,3.0074435132472738e-05
"But I wish it used less memory!
",1,279,"[0.09255717405773554, -0.05597925877983607]",4,0.0005966737121427942,0.001925629323142538,0.003980391680971563,0.0032915441663714158,0.8693557862949026,0.07072962497397646,0.02642770411813607,0.017416452421684585,0.004801977797993263,0.000950798097211224,0.0005234174134674467
"The word ""it's"" is almost impossible and always comes out as ""is"".
",1,280,"[-0.06189705014868701, -0.22181175516039695]",3,0.00016309335437813098,0.0006342057291682142,0.0003338485480943956,0.8883840100445565,0.0041621013062599944,0.0007620664379446493,0.06251988515270507,0.036446992259360586,0.006445485425919149,8.313610545215556e-05,6.517563616100559e-05
"Also could you allow use of could words?
",1,281,"[0.07840859637013389, -0.24034160978785188]",7,1.2659773897625135e-07,3.644589517624554e-07,3.593786486970365e-07,8.7915716665826e-06,5.185766548515125e-06,2.88869219872868e-06,9.45488647965456e-06,0.999970986123639,1.5126383878357216e-06,1.457679438658336e-07,1.8411779651231891e-07
"Please integrate learning from WhatsApp Messenger as well.
",1,282,"[0.03123425983573713, -0.19160331087799726]",7,0.00016170141606969198,0.0005582663791525586,0.0004775314829651805,0.017847343455420283,0.011938433469037276,0.0026031916032431394,0.041472895165246264,0.9214555939857185,0.00321817542982459,0.00014007886445671758,0.00012678874886559133
"At the bottom corner there's an option for the regular smileys while texting but can there be an option to switch those to emoji or even an option to change them to what you want?
",1,283,"[0.12330332588510456, 0.04702107605889944]",4,0.003356187884456581,0.008023386198968276,0.055849535805459934,0.0034983101796012355,0.45590145549132216,0.4214708340700901,0.019231869022403782,0.009505928178345053,0.00855368553515605,0.011979071944224977,0.002629735689971853
"Sometimes wish it had more themes though.
",1,284,"[0.5468034090037368, 0.03749572422512329]",10,1.2458290323708226e-06,1.5500440794329354e-06,4.30289704895112e-06,1.559704536489223e-06,5.951587429029002e-06,3.273906942407939e-05,2.6977177878991706e-06,4.513233386309298e-06,1.6390067510308444e-06,2.2898605174813294e-05,0.9999209023053496
"Only snag is the haptic feedback doesn't work.
",1,285,"[-0.027438804547334265, -0.027824454499916162]",4,0.0009376001518576609,0.006472868501304456,0.004477748841056861,0.004532035410598626,0.7365192414483456,0.003378792526573893,0.20112810012598134,0.004206070181033985,0.037864078207879494,0.00035750201901066267,0.00012596258635743353
"However the shift key could be either less sensitive or moved.
",1,286,"[-0.03129498021385632, 0.1712697019874514]",2,0.00561284897736202,0.01219531442079666,0.9749782702511883,0.00018692101014076677,0.003382498829107788,0.0005958399105647285,0.0008912966766263338,0.0001772663195313995,0.0013909319117232039,0.0005365626838750265,5.224900908367384e-05
"Often times when I hit the ""A"" key I hit the shift key.
",1,287,"[-0.1275739825070661, 0.11826506016041888]",1,0.004333824580338224,0.9843364517097076,0.004575230926928622,0.0001887164724862234,0.001423687046148076,0.00015729697083221228,0.0009587195939261506,0.00010728435514572927,0.0038160187783119874,8.700358899667291e-05,1.576597717842752e-05
"I can't download the language pack. It's the same error over and over again.
",1,288,"[-0.1164420363476901, -0.25549781697034546]",3,2.945942717160285e-06,1.0970051085492744e-05,4.836599816777409e-06,0.9992474572696617,3.716666234472804e-05,8.374042094380729e-06,0.00038082390927662515,0.0001962623462840656,0.00010895396442096419,1.2417838616774607e-06,9.674284366602089e-07
"Good app but the Turkish dictionary is very insufficient. It doesn't contain many basic words.
",1,289,"[-0.023509880834031795, -0.16812769582529966]",6,0.000429481567874032,0.0018082752539408057,0.001137068772248479,0.10994866124003146,0.030222847743077097,0.0031724986794329905,0.7180731416804085,0.11690907950414137,0.017872884927769023,0.0002492999457416066,0.00017676068533459732
"I request developers to add the support for training the keyboard through whatsapp similar to twitter, Google and Facebook.
",1,290,"[0.017777376986596916, 0.14594842786943796]",2,0.002052662889683099,0.0047574818881661995,0.9798660044311219,0.00022363511695629921,0.007961989491119266,0.0013828926418346574,0.0011858150142232675,0.00026751737443337097,0.0012993572427505032,0.0009191162124138605,8.352769729750233e-05
"Suggested words were never accurate either.
",1,291,"[-0.08126743069304139, -0.26752079783677757]",3,7.399758918548477e-05,0.00025975211114047245,0.0001338818776986738,0.9737727599304437,0.0011620181930935348,0.0002928872257384568,0.009851334861061467,0.012242591253191982,0.00214097742879067,3.760103522071214e-05,3.2198494434926635e-05
"It's good but I'm only going it 4 stars because it doesn't have swype.
",1,292,"[0.13481505196911292, -0.06299114790544663]",5,0.0010065535954790245,0.0027486738345104014,0.006567133563668479,0.004997130530909129,0.3092506537287027,0.6029596823883181,0.025759033811680362,0.03665892059324267,0.005861708436129999,0.002446738182355841,0.0017437713350035395
"The best,no s-pen detection?
",1,293,"[-0.03300488357996005, -0.05421818984606607]",6,0.0005915793113887178,0.003849987484014815,0.0023104001955306635,0.006019975963415103,0.27203854412244294,0.0023990836221500413,0.6702341851146459,0.005000466218354194,0.03722591293044131,0.0002343085219108958,9.555651570509151e-05
"where is handwriting for s pen?
",1,294,"[0.009901672910476503, -0.049429159993613574]",4,0.00012793398282676905,0.0006430722479370916,0.0006799309332021087,0.0009446127414854178,0.9599166390673473,0.0013061437618298458,0.03164787510974384,0.0016391242708444491,0.002980815740470213,8.018113562079649e-05,3.367100869231147e-05
"My only issue with this and it's a SERIOUS issue with me is that since I got the update for my S III to 4.1 is that I can not find out how to turn off the haptic feedback when I type. The phone's settings have it turned off but no matter what I do to try and troubleshoot it, nothing works.
",1,295,"[-0.16471612491373044, 0.12208593146632019]",1,5.613190386336941e-07,0.9999986694532497,2.1352393156220077e-07,1.6996071922335075e-08,7.904398206842326e-08,1.0499877635207405e-08,7.11652772944528e-08,8.39284428110322e-09,3.6213377737624284e-07,6.2469620149152625e-09,1.2249876266017742e-09
"would love more themes!
",1,296,"[0.6781101298385845, 0.02944870424598122]",10,0.0009200016512381584,0.0010911168158074173,0.0025788478684921267,0.0011546652014965944,0.0033252336000602926,0.012263816390959682,0.0017763227809196407,0.002930835315931655,0.001152307636401248,0.010935247215775098,0.9618716055229181
"But, it's been almost a year and I think one new theme was added!
",1,297,"[0.34772611264784553, -0.002634471291485205]",5,0.0017718415394387484,0.002733756235030622,0.009397997498491103,0.0029517935753501515,0.02270321245632718,0.6889805133604138,0.006716915535814531,0.012330731486734138,0.003261223260243797,0.030217806560188895,0.2189342084919671
"Come on guys... Get on board the theme wagon!
",1,298,"[0.2870340192868717, 6.157168558808775e-05]",5,0.00034646525785378315,0.0005843013617451243,0.0022266312728248206,0.000598956644477549,0.007115973837630049,0.970121445676176,0.0016025383003859996,0.0026800856488905893,0.0007176953748643071,0.004821432245598407,0.009184474379553432
